claim,source,date,label
“Hank Williams Jr resigns from CMT’s board of directors: ‘I support Jason Aldean.’”,Viral image,"By Ciara O'Rourke • July 24, 2023",Half True
“A Pfizer warehouse full of Covid vaccines was just DESTROYED BY A TORNADO in North Carolina.”,Instagram posts,"By Sara Swann • July 24, 2023",Half True
MSNBC’s Joy Reid hawked diet gummies in an interview with CNN’s Anderson Cooper.,Facebook posts,"By Jeff Cercone • July 24, 2023",Half True
Klaus Schwab “publicly admitted he is planning to implement China-style forced COVID lockdowns all over the world during the ‘next pandemic.’”,Instagram posts,"By Ciara O'Rourke • July 24, 2023",Half True
ESPN soccer analyst Shaka Hislop collapsed on air because of the COVID-19 vaccine.,X posts,"By Ciara O'Rourke • July 24, 2023",Half True
“7 MINUTES AGO: Mel Gibson Cries For PROTECTION From Hollywood Elite After Sound of Freedom.”,Facebook posts,"By Ciara O'Rourke • July 24, 2023",Half True
Florida “decided middle school students will be taught that enslaved people benefited from slavery.”,Kamala Harris,"By Sofia Bliss-Carrascosa • July 24, 2023",Half True
Former President Donald Trump recently dispatched troops to the border.,Facebook posts,"By Ciara O'Rourke • July 24, 2023",Half True
"""8 potentes explosiones en planta química de Luisiana - Estados Unidos, causando alerta roja por radiación en la zona donde se ordenó evacuar a toda la población"".",X posts,"By Nuria Diaz Muñoz • July 24, 2023",Half True
"Licencias de conducir de “Connecticut, Delaware, Hawai, Rhode Island y Vermont…han sido declaradas no válidas"" en Florida.",Facebook posts,"By Nuria Diaz Muñoz • July 24, 2023",Half True
Two pipeline workers in the Chicago area were given fentanyl-laced water bottles.,Facebook posts,"By Jeff Cercone • July 21, 2023",Half True
Photos show children wearing satanic clothing and participating in a satanic club.,Facebook posts,"By Sara Swann • July 21, 2023",Half True
"Under the “2023 Solar Incentive Program,” U.S. homeowners can “now qualify to get a full, state-of-the-art solar system at absolutely no cost from the government.”",Facebook posts,"By Madison Czopek • July 21, 2023",Half True
"""Helicopter released deadly mosquitoes” at Baltimore’s AFRAM Festival.",Instagram posts,"By Jeff Cercone • July 21, 2023",Half True
"“In some liberal states, you actually have post-birth abortions.”",Ron DeSantis,"By Samantha Putterman • July 21, 2023",Half True
Prosecutor Jack Smith “only targets Republicans.”,Marjorie Taylor Greene,"By Amy Sherman • July 21, 2023",Half True
Video shows that “George Soros is going bankrupt.”,Facebook posts,"By Ciara O'Rourke • July 20, 2023",Half True
Photo shows “the oldest man in the history of mankind” recorded by Guinness World Records.,Facebook posts,"By Ciara O'Rourke • July 20, 2023",Half True
Walmart must refund 2022 customers $500.,Facebook posts,"By Ciara O'Rourke • July 20, 2023",Half True
The Las Vegas Sphere displayed a derogatory message directed at President Joe Biden.,Viral image,"By Ciara O'Rourke • July 20, 2023",Half True
Videos show Planned Parenthood “aiding sex traffickers in their crimes.”,Instagram posts,"By Sara Swann • July 20, 2023",Half True
The World Economic Forum “says CBDCs must be ‘implanted under your skin’ if you want to participate in society.”,Viral image,"By Ciara O'Rourke • July 20, 2023",Half True
The World Economic Forum “launches ‘mark of the beast’ CBDC microchip that will ‘end gun ownership in America.’”,Instagram posts,"By Ciara O'Rourke • July 20, 2023",Half True
The tornado that destroyed a Pfizer building in North Carolina was orchestrated using weather manipulation to provide “an insurance claim for big pharma.”,Instagram posts,"By Ciara O'Rourke • July 20, 2023",Half True
Video shows that Royal Canadian Mounted Police investigators determined that “dozens of wildfires in Canada” were caused by arson in 2023.,Facebook posts,"By Ciara O'Rourke • July 20, 2023",Half True
"""If you get pulled over driving in Florida and your license is from Vermont, Delaware, RI, Connecticut or Hawaii, your license is invalid.""",TikTok posts,"By Nuria Diaz Muñoz • July 20, 2023",Half True
Walmart is selling bicycles for $6.95 instead of recycling them.,Facebook posts,"By Ciara O'Rourke • July 19, 2023",Half True
President Joe Biden fell asleep during a meeting with Israeli President Isaac Herzog.,Viral image,"By Ciara O'Rourke • July 19, 2023",Half True
"No human remains or aircraft debris were found at the Pentagon or in Pennsylvania after the Sept. 11, 2001, attacks.",Instagram posts,"By Ciara O'Rourke • July 19, 2023",Half True
Elon Musk tweeted “looking into this” in response to a claim that the “KKK never did anything wrong to Black people.”,Viral image,"By Ciara O'Rourke • July 19, 2023",Half True
Photo shows a highway in Houston.,Instagram posts,"By Ciara O'Rourke • July 19, 2023",Half True
“COVID-19 is targeted to attack Caucasians and Black people. The people who are most immune are Ashkenazi Jews and Chinese.”,Robert F. Kennedy Jr.,"By Samantha Putterman • July 19, 2023",Half True
Photo shows former President Donald Trump and Jeffrey Epstein on a couch with girls.,Viral image,"By Ciara O'Rourke • July 18, 2023",Half True
"""Si lleva más de 6 meses viviendo en Estados Unidos puede solicitar implantes dentales sin coste alguno"".",Facebook posts,"By Maria Briceño • July 18, 2023",Half True
Actor Mark Wahlberg said “Hollywood pedophiles have ‘nowhere left to hide.’”,Viral image,"By Ciara O'Rourke • July 18, 2023",Half True
Former FBI agent Ted Gunderson was murdered.,Instagram posts,"By Ciara O'Rourke • July 18, 2023",Half True
Florida has “the highest” homeowners insurance in the nation.,Donald Trump,"By Amy Sherman • July 18, 2023",Half True
"""Congreso de EEUU autoriza” congelar 3 mil millones de Rusia para defensa de Ucrania.",Facebook posts,"By Maria Briceño • July 18, 2023",Half True
"Photos show Target is pushing ""evil agenda"" on kids.",Facebook posts,"By Jeff Cercone • July 18, 2023",Half True
"""Florida to ban mRNA vaccines as credible evidence of biological weapons.""",Instagram posts,"By Tom Kertscher • July 18, 2023",Half True
“Stop getting mammograms immediately as they are outdated and dangerous!” Thermography “is a safer way to test for breast cancer!”,David Wolfe,"By Madison Czopek • July 17, 2023",Half True
"The U.S. Justice Department removed international child sex trafficking from its ""list of offenses that deserve a high degree of attention.""",David Harris Jr.,"By Tom Kertscher • July 17, 2023",Half True
Video shows Sen. Ted Cruz asking the Supreme Court to file charges against an aide to Attorney General Merrick Garland.,Facebook posts,"By Ciara O'Rourke • July 17, 2023",Half True
The World Economic Forum “bans natural conception” because “all babies must be lab-grown by 2030.”,Viral image,"By Ciara O'Rourke • July 17, 2023",Half True
Video shows ‘truth’ that fungus may be the “next government project.”,Facebook posts,"By Jeff Cercone • July 17, 2023",Half True
Video shows “footage of an actual demonic possession in 1896.”,Viral image,"By Ciara O'Rourke • July 17, 2023",Half True
Health professionals are being “urged” to call vaginas “bonus holes” to avoid offending transgender or nonbinary patients.,Instagram posts,"By Sara Swann • July 17, 2023",Half True
Video shows Neil deGrasse Tyson describing how NASA faked the moon landing.,Instagram posts,"By Sofia Bliss-Carrascosa • July 17, 2023",Half True
Ohio replaced lethal injection “with a system that quickly and humanely rips off the heads of death-row inmates using powerful robotic arms.”,Instagram posts,"By Madison Czopek • July 17, 2023",Half True
Video shows a girl hitting former Vice President Mike Pence in the head with a water balloon.,Viral image,"By Ciara O'Rourke • July 17, 2023",Half True
“Miss USA boycotts Miss Universe pageant: ‘I’m not competing against a man.’”,Facebook posts,"By Ciara O'Rourke • July 17, 2023",Half True
"AMC is intentionally deterring people from seeing 'Sound of Freedom' with no A/C, fire alarms and other issues.",TikTok posts,"By Jeff Cercone • July 14, 2023",Half True
“Joe Biden announced that the U.S. dollar will now become cryptocurrency.”,Instagram posts,"By Ciara O'Rourke • July 14, 2023",Half True
“No human is allowed to travel to Antarctica.”,Instagram posts,"By Ciara O'Rourke • July 14, 2023",Half True
“Donald Trump arrested” July 5.,Instagram posts,"By Ciara O'Rourke • July 14, 2023",Half True
“Biden points and waves to nobody again.”,Instagram posts,"By Ciara O'Rourke • July 14, 2023",Half True
“Donald Trump and Joe Biden both died years ago.”,Instagram posts,"By Ciara O'Rourke • July 14, 2023",Half True
“French President Macron has declared a total ban on social media reporting of events in France.”,Instagram posts,"By Sofia Bliss-Carrascosa • July 14, 2023",Half True
Police say thousands of people witnessed a “demonic portal opening above White House.”,Facebook posts,"By Ciara O'Rourke • July 13, 2023",Half True
"""The sand storm headed our way is an attempt by Bill Gates to block out the sun.”",Facebook posts,"By Jeff Cercone • July 13, 2023",Half True
"""Zero Amish children diagnosed with cancer, diabetes or autism.""",Facebook posts,"By Tom Kertscher • July 13, 2023",Half True
Federal “agencies and government have grown 50% since 2019.”,Ron DeSantis,"By Louis Jacobson • July 13, 2023",Half True
Video shows “breaking news” because “President Trump just dropped a bombshell!!!”,Facebook posts,"By Ciara O'Rourke • July 13, 2023",Half True
Video of Hunter Biden at the White House was taken on the “same day they found cocaine.”,Instagram posts,"By Ciara O'Rourke • July 13, 2023",Half True
“Free dental implants” are available “through Dental Grants.”,Facebook posts,"By Tom Kertscher • July 13, 2023",Half True
The Associated Press reported that cameras show a TikTok influencer leaving a bag of cocaine in the West Wing of the White House.,TikTok posts,"By Sara Swann • July 13, 2023",Half True
El logo de Threads oculta “el número de la bestia” 666.,Threads posts,"By Maria Briceño • July 13, 2023",Half True
