ID,Headline,Description,Source,Category,Year,Fact-Check Label,Link
958,Breaking: Celebrity bans product,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Politics,2025,Mostly False,https://www.politifact.com/factchecks/4635/
959,Breaking: Government introduces policy,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,World,2025,Mostly False,https://www.politifact.com/factchecks/3386/
960,Breaking: Company bans policy,"This news article claims that a scandal has occurred, but experts have debunked it.",FakeTimes,Health,2025,Mostly False,https://www.politifact.com/factchecks/1006/
961,Breaking: Government introduces policy,"This news article claims that a new policy has occurred, but experts have debunked it.",FalseDaily,Finance,2025,Fake,https://www.politifact.com/factchecks/9196/
962,Breaking: Company introduces policy,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Entertainment,2025,Fake,https://www.politifact.com/factchecks/9954/
963,Breaking: Government bans law,"This news article claims that a major event has occurred, but experts have debunked it.",ConspiracyNews2025.com,Sports,2025,Pants on Fire,https://www.politifact.com/factchecks/4009/
964,Breaking: Government removes policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",Unknown Blog,Health,2025,Mostly False,https://www.politifact.com/factchecks/1451/
965,Breaking: Company removes product,"This news article claims that a scandal has occurred, but experts have debunked it.",FalseDaily,Sports,2025,Fake,https://www.politifact.com/factchecks/8250/
966,Breaking: Celebrity bans policy,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,Finance,2025,Pants on Fire,https://www.politifact.com/factchecks/9328/
967,Breaking: Government removes law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,Entertainment,2025,Pants on Fire,https://www.politifact.com/factchecks/8349/
968,Breaking: Government bans law,"This news article claims that a major event has occurred, but experts have debunked it.",FalseDaily,World,2025,Pants on Fire,https://www.politifact.com/factchecks/2058/
969,Breaking: Government bans product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",AltRealityNews,Politics,2025,Pants on Fire,https://www.politifact.com/factchecks/3752/
970,Breaking: Government removes policy,"This news article claims that a new policy has occurred, but experts have debunked it.",MisinfoReport,Entertainment,2025,Fake,https://www.politifact.com/factchecks/1753/
971,Breaking: Celebrity bans policy,"This news article claims that a major event has occurred, but experts have debunked it.",FalseDaily,Entertainment,2025,Pants on Fire,https://www.politifact.com/factchecks/7077/
972,Breaking: Company removes policy,"This news article claims that a new policy has occurred, but experts have debunked it.",FalseDaily,Climate,2025,Mostly False,https://www.politifact.com/factchecks/3364/
973,Breaking: Celebrity introduces policy,"This news article claims that a new policy has occurred, but experts have debunked it.",Unknown Blog,Climate,2025,Mostly False,https://www.politifact.com/factchecks/5910/
974,Breaking: Celebrity introduces product,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,Technology,2025,Mostly False,https://www.politifact.com/factchecks/9451/
975,Breaking: Celebrity introduces product,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Sports,2025,Fake,https://www.politifact.com/factchecks/5701/
976,Breaking: Company introduces policy,"This news article claims that a major event has occurred, but experts have debunked it.",AltRealityNews,Health,2025,Mostly False,https://www.politifact.com/factchecks/7278/
977,Breaking: Celebrity bans product,"This news article claims that a scandal has occurred, but experts have debunked it.",MisinfoReport,Politics,2025,Pants on Fire,https://www.politifact.com/factchecks/4071/
978,Breaking: Company removes policy,"This news article claims that a new policy has occurred, but experts have debunked it.",MisinfoReport,Health,2025,Fake,https://www.politifact.com/factchecks/7325/
979,Breaking: Government introduces law,"This news article claims that a new policy has occurred, but experts have debunked it.",MisinfoReport,Politics,2025,Pants on Fire,https://www.politifact.com/factchecks/5542/
980,Breaking: Company bans policy,"This news article claims that a major event has occurred, but experts have debunked it.",AltRealityNews,Politics,2025,Mostly False,https://www.politifact.com/factchecks/3037/
981,Breaking: Celebrity introduces policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",AltRealityNews,Sports,2025,Pants on Fire,https://www.politifact.com/factchecks/4200/
982,Breaking: Government introduces product,"This news article claims that a major event has occurred, but experts have debunked it.",ConspiracyNews2025.com,Finance,2025,Mostly False,https://www.politifact.com/factchecks/9270/
983,Breaking: Celebrity removes policy,"This news article claims that a scandal has occurred, but experts have debunked it.",FalseDaily,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/5961/
984,Breaking: Celebrity introduces law,"This news article claims that a scandal has occurred, but experts have debunked it.",FalseDaily,Finance,2025,Fake,https://www.politifact.com/factchecks/2748/
985,Breaking: Celebrity removes policy,"This news article claims that a major event has occurred, but experts have debunked it.",ConspiracyNews2025.com,Climate,2025,Fake,https://www.politifact.com/factchecks/2904/
986,Breaking: Celebrity removes product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",Unknown Blog,Finance,2025,Fake,https://www.politifact.com/factchecks/4908/
987,Breaking: Celebrity bans product,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,Technology,2025,Pants on Fire,https://www.politifact.com/factchecks/6580/
988,Breaking: Company bans product,"This news article claims that a major event has occurred, but experts have debunked it.",ConspiracyNews2025.com,Health,2025,Pants on Fire,https://www.politifact.com/factchecks/8656/
989,Breaking: Company removes policy,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,Climate,2025,Fake,https://www.politifact.com/factchecks/6788/
990,Breaking: Celebrity introduces law,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,Technology,2025,Pants on Fire,https://www.politifact.com/factchecks/5465/
991,Breaking: Celebrity bans product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FalseDaily,Health,2025,Pants on Fire,https://www.politifact.com/factchecks/4816/
992,Breaking: Government bans product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,Politics,2025,Fake,https://www.politifact.com/factchecks/5064/
993,Breaking: Government introduces policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",Unknown Blog,Sports,2025,Pants on Fire,https://www.politifact.com/factchecks/4493/
994,Breaking: Celebrity bans product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FalseDaily,Health,2025,Mostly False,https://www.politifact.com/factchecks/5769/
995,Breaking: Company bans law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FalseDaily,Entertainment,2025,Fake,https://www.politifact.com/factchecks/4302/
996,Breaking: Government removes product,"This news article claims that a new policy has occurred, but experts have debunked it.",FalseDaily,Politics,2025,Mostly False,https://www.politifact.com/factchecks/7258/
997,Breaking: Celebrity bans law,"This news article claims that a scandal has occurred, but experts have debunked it.",MisinfoReport,Finance,2025,Fake,https://www.politifact.com/factchecks/1067/
998,Breaking: Celebrity introduces product,"This news article claims that a scandal has occurred, but experts have debunked it.",Unknown Blog,Finance,2025,Mostly False,https://www.politifact.com/factchecks/7218/
999,Breaking: Company removes product,"This news article claims that a scandal has occurred, but experts have debunked it.",Unknown Blog,World,2025,Mostly False,https://www.politifact.com/factchecks/8981/
1000,Breaking: Government introduces policy,"This news article claims that a new policy has occurred, but experts have debunked it.",Unknown Blog,Entertainment,2025,Fake,https://www.politifact.com/factchecks/1115/
